x,TH_final,TW_H_final,TW_C_final,TC_final,dT,PH,dp_amb,alpha_i_final,alpha_o_final,Q3,mdot_vec,Tower inlet diameter,Air face velocity,Bu_c,Bu_j
0.0,339.10999999999996,0.0,0.0,0.0,0.0,8000000.0,21.061631438940463,0.0,0.0,0.0,0.047913355977708974,0,3,0.0,0.0
1.2,329.1838679681019,319.8093081452038,319.2668492361144,310.0711842705582,25.752802488325358,7999954.101345,20.947149084758653,789.8966056736305,52.27863834885851,905.1373160759833,0.0489335480234649,,,0.09254815780530265,0.0001676503730778233
2.4,322.7737254744807,316.1785739944758,315.7553951636086,308.5738733959754,18.71327844459887,7999912.530453898,20.859156145679908,901.5060227677164,52.22206143598047,706.108692788252,0.04791244188273043,,,0.10178918315525995,270.6979407804246
3.5999999999999996,318.53313918907617,313.7544028086559,313.4134308130356,307.62306256108,14.084595744525359,7999874.2739839805,20.801518734886,1031.8376060174269,52.18706018524063,568.9398253155848,0.0489344621184676,,,0.11086610495478788,1196.7327975281814
4.8,315.6551142871232,312.0955067536682,311.8127073982091,307.0081823516347,10.960326796805475,7999838.627385562,,1181.1605630115514,52.16517409492293,471.8739895512149,,,,0.12031848313315517,2953.5896236665103
6.0,313.65266868325574,310.9338010501485,310.6931813107657,306.60415843848034,8.793709532151865,7999805.089964637,,1350.387466484636,52.151396837173095,401.49383015675676,,,,0.13064127187233007,5743.566161449551
7.199999999999999,312.2266275209332,310.10259348943634,309.8932120675619,306.3344405307049,7.252601870333137,7999773.297842432,,1540.817111225727,52.14267441468783,349.3701275152952,,,,0.14228590732814436,9819.605038806698
8.4,311.18907114559613,309.4957988893911,309.3099766780919,306.15129007275306,6.131112376324438,7999742.980936672,,1753.8128245219411,52.137115168386806,310.05964652680467,,,,0.15566024872302486,15505.230368996718
9.6,310.41940968636396,309.0447511546257,308.87703303296917,306.0258929830037,5.296924388030789,7999713.934635541,,1990.095938552302,52.13361583237805,279.8514836034828,,,,0.17108058736374746,23204.22512737692
10.799999999999999,309.83859919181685,308.7041083197478,308.5506311187784,305.94147718244,4.662072204126105,7999686.000435959,,2248.7506946534627,52.131579924398125,256.0893358752043,,,,0.1887381529045593,33397.400864176016
