x,TH_final,TW_H_final,TW_C_final,TC_final,dT,PH,dp_amb,alpha_i_final,alpha_o_final,Q3,mdot_vec,Tower inlet diameter,Air face velocity,Bu_c,Bu_j,Bu_p
0,354.55,0,0,0,0,9000000,20.9830590163673,0,0,0,0.049792008801186,0,3,0,0,0.007067861393845
0.6,347.702234260097,326.197028758356,325.500177715997,313.139838871582,40.1547555936874,8999974.97203489,20.8392366177572,583.59854551393,49.9526957271055,581.376645852063,0.050707991198865,,,0.146711859289931,0.00023688803536,0.007650807962546
1.2,341.817583608835,324.947134202,324.294651513657,312.718541887993,34.0718029193544,8999951.37954403,20.7365065249014,687.550078126843,49.9409621625169,544.36052152494,0.049954947724655,,,0.145942450824475,87.6605742070471,0.008208637218852
1.8,336.844617530204,323.659535113809,323.05260786582,312.282059534853,28.9377386904127,8999929.10701217,20.6763382771373,808.546308461147,49.9287407547745,506.354021555773,0.050545052275491,,,0.145747254383271,360.349325425115,0.008729532928491
2.4,332.701558883591,322.383769108211,321.822005531864,311.850492570759,24.6707700440857,8999908.03740156,,946.644208420187,49.9166645713766,468.67437076557,,,,0.146394478789779,834.471263674858,0.009205717107499
3,329.287327391564,321.165353576885,320.646948859169,311.442960528479,21.1647467904207,8999888.05648511,,1101.12417312892,49.9053422392858,432.500459457707,,,,0.148083963977529,1531.33065529343,0.009632525918726
3.6,326.493818841111,320.038854786568,319.560957564809,311.07442324906,18.3033708888756,8999869.05638789,,1270.72167637855,49.8952648357156,398.705414750107,,,,0.150910342259344,2479.11217934043,0.010006513033684
4.2,324.216299204774,319.024709722379,318.583862051787,310.753900905051,15.9730925154784,8999850.93791034,,1453.92337849983,49.8867287156366,367.795302734254,,,,0.154851361020006,3712.77223310216,0.010324142885123
4.8,322.360138236951,318.130005215367,317.722539564795,310.484470503089,14.0718056894427,8999833.611607,,1649.19622997848,49.8798413121969,339.944979433612,,,,0.159777452301617,5271.72730367786,0.01058191961937
5.4,320.843899238952,317.351614114257,316.973947309052,310.264492508779,12.5128538160506,8999816.99788023,,1855.06522044099,49.874544646053,315.084066957509,,,,0.165478253140886,7196.09525172043,0.01077749461993
6,319.599807195199,316.679957445677,316.328773062639,310.089303459103,11.2254661051164,8999801.02643864,,2070.04631305092,49.8706812197444,292.990016977609,,,,0.17169869596099,9522.68284645383,0.010910379726297
6.6,318.572734336811,316.102322320315,315.774659511938,309.952784844103,10.1532040814427,8999785.63542853,,2292.53765619067,49.868043685664,273.366175836847,,,,0.178168426392255,12281.3586004353,0.010981075211996
7.2,317.71853420331,315.605298048019,315.298570926773,309.848498709365,9.25170134071493,8999770.77046017,,2520.81875902847,49.8664133077879,255.899717711292,,,,0.184604520901658,15490.7984573038,0.010988894828071
7.8,317.002203318114,315.17625836007,314.888229058542,309.770301557146,8.4864438554448,8999756.3836665,,2753.23149215611,49.8655796485382,240.300292500149,,,,0.190683147084455,19151.3234276817,0.01093056044343
8.4,316.396106089909,314.804001539307,314.532729645147,309.712537605041,7.83084294533904,8999742.43285998,,2988.41652357118,49.8653457586824,226.319736128862,,,,0.196008101335498,23234.2227734391,0.010801934163864
9,315.878374516566,314.478772274013,314.222561742569,309.670009496669,7.2645838457214,8999728.88079872,,3225.30297868205,49.8655267949975,213.754174782403,,,,0.20012617498789,27672.2134606007,0.010603001116751
9.6,315.431546215366,314.191966266711,313.949323838963,309.637897213143,6.77219046602414,8999715.69454146,,3462.61983483863,49.8659481938882,202.434426170968,,,,0.202617513712433,32360.1174343735,0.010342522288026
10.2,315.041493121531,313.935884434123,313.705500307763,309.611929224631,6.34156833881002,8999702.84486258,,3698.09175157964,49.8664557390507,192.207434041489,,,,0.20321547095467,37169.8522617935,0.010037346154253
10.8,314.696689422386,313.703850911517,313.484625720918,309.589371940207,5.96196929848918,8999690.30568806,,3927.85622077585,49.8669628119195,182.897632964996,,,,0.201852447837338,41968.6547158727,0.009707439593672
11.4,314.38777972255,313.490226986213,313.281342259266,309.569860637341,5.62244322237524,8999678.05351116,,4145.41925205615,49.8674906394826,174.270675920533,,,,0.198683629180365,46643.5448297963,0.009377879517343
12,314.107292053956,313.288877225074,313.089832682314,309.553234337016,5.31374707527596,8999666.06680414,,4334.77858308988,49.8680737685216,166.06109764114,,,,0.194527145140704,51235.5320262222,0.008250060971428
0,354.55,0,0,0,0,9000000,,0,0,0,,,,0,0,0.009062901766184
0.6,347.398948976041,322.765319386259,322.022803973566,308.80288420114,44.4829950410964,8999974.17134548,,549.535860757977,49.7659889872526,619.474025148693,,,,0.184644369957794,0.000275340224975,0.00987104479601
1.2,341.239250642913,321.82955041657,321.12908463229,308.65767014223,37.8419338844693,8999949.89881548,,650.259665422406,49.7653885543972,584.392393013102,,,,0.186471656069931,103.865497745461,0.010654078519143
1.8,336.039049477031,320.836422511833,320.180641038995,308.50466422336,32.175888082985,8999927.06551307,,769.047635703534,49.7648052718483,547.112668189869,,,,0.189307242763537,435.707437580405,0.011395053751341
2.4,331.727064258987,319.82814518306,319.217982125919,308.354143754865,27.4283052802362,8999905.54921468,,906.355203315078,49.7644482387613,509.053628460361,,,,0.193572839296656,1030.56585489986,0.012079334669305
3,328.202950405257,318.847798306158,318.282444275454,308.216432165835,23.508474722999,8999885.22758611,,1061.70867399008,49.7645229582051,471.66985500695,,,,0.199617997299268,1933.05281817029,0.01269176857352
3.6,325.351729322472,317.931636022476,317.408802489316,308.099981205864,20.3048900975383,8999865.98295244,,1233.99012263111,49.7651907108918,436.19538092731,,,,0.207619268371252,3200.0811002272,0.013215303080319
4.2,323.057774691463,317.103731896826,316.620129440352,308.010032109877,17.7001221625902,8999847.70580785,,1421.83237756118,49.7665406002935,403.46524148527,,,,0.217514981798491,4899.83742021792,0.013632119999228
4.8,321.214774435173,316.37486160496,315.926723107296,307.948355559751,15.5829179278724,8999830.29676007,,1623.91724148044,49.7685842818377,373.87797511036,,,,0.228986982358066,7105.97936456524,0.013924467143038
5.4,319.730837497199,315.744735309088,315.328251163626,307.913837335023,13.8554233694653,8999813.66709844,,1839.05687063107,49.7712690696738,347.469029763582,,,,0.241480260697714,9887.58534416421,0.014072897706506
6,318.529825865847,315.205813596029,314.81741659372,307.903470764816,12.4358759570096,8999797.7384178,,2066.18963505863,49.7745001091748,324.036175288744,,,,0.254210686075306,13294.7245363309,0.014055897486725
6.6,317.550465213169,314.747070148688,314.38357281692,307.913348525021,11.2582942022427,8999782.44174532,,2304.51849517677,49.7781627584395,303.262600954642,,,,0.266132174432596,17337.5268196908,0.013857914434263
7.2,316.744424091948,314.35659281374,314.015223743785,307.939367149327,10.2706843950098,8999767.71649907,,2553.68915355435,49.782140616392,284.801188354087,,,,0.275958624512423,21961.0472737717,0.013484317849749
7.8,316.074013827171,314.022723614511,313.701120417148,307.977548253389,9.43274203801775,8999753.50944394,,2813.4578326879,49.7863185087603,268.310696138227,,,,0.282397268389829,27031.254204505,0.012972020917272
8.4,315.509832902198,313.734250794479,313.430445446589,308.024085912304,8.7134994705732,8999739.7736796,,3082.47661476802,49.7905882385723,253.462108154655,,,,0.284555019851857,32350.6488641103,0.012392006723978
9,315.02862462136,313.480367580704,313.192771615079,308.075303418364,8.08912313034841,8999726.46764721,,3356.50110106311,49.7948452414024,239.938764265208,,,,0.282268856346563,37705.0371531814,0.011814250990821
9.6,314.611640775175,313.250534514526,312.977931020205,308.127642586741,7.54101340501126,8999713.55415943,,3625.96473019903,49.7989889896505,227.430678441647,,,,0.276375831993164,42951.9124623883,0.011285425965019
10.2,314.243669358904,313.034524057986,312.776073917869,308.177973434645,7.05414282784415,8999700.99948821,,3873.16017264587,49.8029392128845,215.622660564639,,,,0.268294561842014,48061.0156992071,0.010828239846577
10.8,313.912511781097,312.825379970988,312.580538254261,308.224872006731,6.61531429905443,8999688.77262241,,4080.51810093235,49.806673941617,204.269273666429,,,,0.259166795235261,53047.0323625104,0.010409185801862
11.4,313.608636531018,312.623235995777,312.391523698346,308.269722062845,6.2120741184894,8999676.84486924,,4253.43810472959,49.8102593795865,193.315515713762,,,,0.248820948699702,57747.182494827,0.005570488455112
12,313.325805055952,312.428064571809,312.209100409284,308.314343288939,5.83441364313131,8999665.18951018,,4399.19126079094,49.8137844481674,182.679860002908,,,,0.237190105043569,61991.693178739,0.006115846600169
0,306.138619803858,0,0,0,0,8999453.00128637,,0,0,0,,,,0,0,0.006683565646279
12.6,306.465865962856,305.913555188343,305.821557033032,304.180074692708,2.40871057496946,8999461.45837508,,4941.50196006046,49.6566014363842,76.753245395331,,,,0.047293742509763,13548.6982791954,0.007267343638154
13.2,306.814482582523,306.200401936038,306.099361945439,304.296661707786,2.65819017503469,8999469.96492048,,4796.73841044544,49.6603393788637,84.2967684386839,,,,0.054945677669463,14103.7406565268,0.007859339638763
13.8,307.18290333878,306.504340389839,306.39380650562,304.421859730614,2.92105301387278,8999478.52728041,,4668.09063108152,49.6643803604659,92.2174396721921,,,,0.063614796478073,14536.4369743564,0.008450114062824
14.4,307.568924366154,306.82400649838,306.703582392455,304.555359420681,3.19554972321976,8999487.15255014,,4555.41444170959,49.6687183217321,100.468763962938,,,,0.073383146640781,14819.8197328631,0.009028929377436
15,307.969710229977,307.157567496625,307.026925857368,304.696633052411,3.47947388746508,8999495.84863113,,4458.49649054765,49.6733415541146,108.993161527548,,,,0.084326210287371,14927.7269940909,0.009584306492559
15.6,308.381853764401,307.502755781157,307.361649077077,304.844918326788,3.77021705724428,8999504.62430108,,4377.19920514248,49.6782264783352,117.724072388705,,,,0.096505239632211,14835.8173225838,0.010104817699178
16.2,308.801495437481,307.856921706728,307.705190430718,304.999227578877,4.06486100460114,8999513.48928378,,4311.36160558702,49.6833424371596,126.58805856227,,,,0.109959890751889,14523.4571280079,0.010579780193383
16.8,309.22450812546,308.217124023674,308.054700884194,305.15835771114,4.36032868690705,8999522.45431603,,4260.71199321244,49.688650477334,135.508185636329,,,,0.124698904059793,13975.9115367203,0.010999102376037
17.4,309.646738999563,308.580256335488,308.407165707384,305.320927858418,4.653575269356,8999531.53120793,,4224.75562952061,49.694105532565,144.407976920511,,,,0.140688712052092,13186.7974451536,0.011352121313892
18,310.064273217038,308.943201343169,308.759553736009,305.485440684212,4.94179625844185,8999540.73289036,,4202.67664691236,49.6996552921901,153.215570997946,,,,0.157840068381185,12160.6867658071,0.011629021534122
18.6,310.473645128353,309.302990247049,309.108972131193,305.65035414951,5.22260725782326,8999550.07344183,,4193.33706460628,49.7052436076566,161.867594447659,,,,0.175995508036165,10915.7904613666,0.011831980981064
19.2,310.871925716871,309.656920829392,309.452782047415,305.814153365771,5.49412780585345,8999559.56809062,,4195.37070419597,49.7108149784017,170.311176490853,,,,0.194927897240806,9486.60631239821,0.01199164398101
19.8,311.25677807122,310.0025543846,309.788598546165,305.975405589695,5.75499002109262,8999569.23320548,,4206.90868542539,49.7163177046532,178.501459617105,,,,0.214371138412401,7925.90839221834,0.012164033498088
20.4,311.626825872365,310.337559877024,310.114143059141,306.132761875918,6.00452425796419,8999579.08629469,,4224.08072316461,49.7217012871538,186.394671064889,,,,0.2340877255581,6303.98182390313,0.012398815364447
21,311.982498951725,310.659688169608,310.427216518961,306.284907844497,6.24341584966959,8999589.14597982,,4238.9171500167,49.7269162894741,193.949037703843,,,,0.253893101814371,4702.81201508841,0.012707789456194
21.6,312.326737221299,310.96739946431,310.726295205255,306.430595999771,6.47454530605313,8999599.43185982,,4239.8923253014,49.7319126808709,201.151146243738,,,,0.273514999167584,3208.23854657541,0.013063060656408
22.2,312.664776785163,311.260998257143,311.011626571524,306.569051043745,6.70295489811684,8999609.96428514,,4216.43757747058,49.7366515089349,208.048586847839,,,,0.292351589590169,1906.82113817625,0.013416037317271
22.8,313.003146061666,311.543243622735,311.285844921449,306.70068053516,6.93450767213858,8999620.76421104,,4163.47246626045,49.7411341464952,214.745454800317,,,,0.309383462905982,885.980145641158,0.004286736575271
23.4,313.348712838798,311.818706541636,311.553373519509,306.827278012291,7.17456746371721,8999631.85326861,,4081.50908064491,49.7454157436482,221.364988207303,,,,0.323391536938144,228.656931794884,0.004854680906585
24,313.707982979269,312.092374756005,311.81906368623,306.951271011768,7.42781791471299,8999643.25385877,,3973.667702068,49.7495806439846,228.021002555539,,,,0.33331802245171,7.17372949346541E-29,0.005475334110002
0,305.136358412597,0,0,0,0,8999452.99952254,,0,0,0,,,,0,0,0.006147138698864
12.6,305.416344987728,304.990474214237,304.917086360287,303.606989924068,1.89785673812838,8999461.49999426,,5359.5074535825,49.634816683178,61.2268360406181,,,,0.031503751033914,9054.51647996822,0.006866053357871
13.2,305.726387392869,305.233357987681,305.150283703461,303.667306487524,2.16271294653643,8999470.03771839,,5131.21264879245,49.636093227538,69.3081388550548,,,,0.037982428002235,9784.58404074692,0.007625145973218
13.8,306.067200900136,305.499580464328,305.405888535768,303.733420162944,2.45508406503046,8999478.6185354,,4924.46011139402,49.6374922955356,78.1663454228765,,,,0.045644738863259,10471.2793692782,0.008413918235749
14.4,306.438780926619,305.78928738962,305.684040697374,303.805368837814,2.77530649446999,8999487.24916306,,4738.58531140073,49.6390146428671,87.8063822712006,,,,0.054664605568211,11086.8213918095,0.009217974544572
15,306.840225180005,306.102078007197,305.984355292294,303.88305376879,3.12297616891681,8999495.93732126,,4573.22965786781,49.6406581304138,98.2150173440286,,,,0.065226635204908,11599.5769155772,0.010019072365193
15.6,307.26957077135,306.436888574565,306.305810876792,303.966211553102,3.49679219912628,8999504.69187189,,4428.06888019336,49.6424171335995,109.356961166874,,,,0.077523395159417,11975.3165130083,0.010795897969979
16.2,307.723681128221,306.791933980983,306.64669341499,304.054399613802,3.89442614288413,8999513.52297343,,4302.97928683839,49.644282238576,121.172916642154,,,,0.091745473859138,12178.182730256,0.011525811842987
16.8,308.198217905933,307.164676899147,307.004566670724,304.146988477986,4.31245527808369,8999522.44224959,,4197.9565629795,49.6462400828421,133.578544226195,,,,0.108068777000756,12172.7844232357,0.01218694359476
17.4,308.687739552008,307.551859956601,307.376303083289,304.243168727893,4.74639436502434,8999531.46296916,,4113.03959033358,49.6482740078434,146.465543164356,,,,0.126635844269585,11927.1240254045,0.012758147122336
18,309.185964351095,307.94961016518,307.758184093001,304.341979015505,5.19086244379912,8999540.60023186,,4048.16498812115,49.6503635555491,159.70507519901,,,,0.147530910054141,11416.5652367594,0.013216535028431
18.6,309.686214580434,308.353617169066,308.14607127296,304.442349680235,5.63991462564724,8999549.87115051,,4002.93009089515,49.6524857026398,173.153701500926,,,,0.17074868936889,10628.7827239863,0.013549266997559
19.2,310.181984111263,308.759376596338,308.53563994599,304.543161867746,6.08751841197534,8999559.29501121,,3976.3298003357,49.6546167811367,186.661504231612,,,,0.196156950653425,9569.30220951055,0.013797855872813
19.8,310.667429334069,309.162471434411,308.922649352838,304.643318156211,6.52804764456005,8999568.89338208,,3966.70127683708,49.656733593848,200.081436853589,,,,0.223457228737154,8267.0420734517,0.014076197434169
20.4,311.137605627915,309.558779733127,309.3031420507,304.741793551739,6.9566207051227,8999578.69015847,,3971.83318166394,49.6588144913853,213.276252499007,,,,0.252176732340165,6779.32666638918,0.01449321302088
21,311.588960354061,309.944269443566,309.673246951744,304.837585280254,7.36949035086133,8999588.71160451,,3987.48844472746,49.6608383095905,226.111662539787,,,,0.28177994351511,5194.60598534575,0.015066414185765
21.6,312.021087658667,310.314335209992,310.028542618971,304.929549561147,7.76524922579068,8999598.98639415,,4002.62241935767,49.6627809206115,238.434225324384,,,,0.311875055440028,3627.05850830496,0.01573153140935
22.2,312.438720189741,310.6644196621,310.364653697589,305.016553166484,8.14662734096191,8999609.54533841,,3997.73737648217,49.6646184347396,250.092086925317,,,,0.342096658243966,2201.61771696408,
22.8,312.851316376317,310.99304059517,310.680157278397,305.098226967391,8.52090479933327,8999620.42067302,,3954.20220968057,49.666343109374,261.035777535274,,,,0.371521464226988,1043.37561737928,
23.4,313.27053030793,311.303721524498,310.978436350643,305.175445960738,8.89820036175445,8999631.64551753,,3864.76658846043,49.6679734693834,271.382536785743,,,,0.398423972927879,274.219316962693,
24,313.707982979269,311.602818508491,311.265593323814,305.249788976873,9.28936215516319,8999643.25385877,,3732.14130471535,49.6695430939206,281.34398186387,,,,0.420847169131263,8.74119227283753E-29,
,,,,303.15,10.3695980267496,,,3300.55994643876,49.7555087051967,247.953002127896,,,,,,
,,,,303.15,,,,,,19836.2401702317,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
,,,,303.15,,,,,,,,,,,,
