x,TH_final,TW_H_final,TW_C_final,TC_final,dT,PH,dp_amb,alpha_i_final,alpha_o_final,Q3,mdot_vec,Tower inlet diameter,Air face velocity,Bu_c,Bu_j,Bu_p
6.6,310.021003457047,306.900277791663,306.594143212817,301.17582956705,10.0667018160486,7999781.95538197,,1873.65981693143,50.254285709313,255.405364741155,,,,0.803801367568093,36281.7386969273,0.021484510803749
7.2,309.549265625364,306.894437660664,306.597144331422,301.336163889044,9.35316099618797,7999766.53417165,,2147.15429823553,50.2623852326246,248.029188590217,,,,0.793979543312151,45107.2684899801,0.019594931996173
7.8,309.166287399844,306.904590773404,306.614987804304,301.490886096881,8.74768099964882,7999751.62794025,,2464.63846840887,50.2700852585253,241.613189325664,,,,0.776028916318559,54658.3297843321,0.017659202294503
8.4,308.854960300932,306.924012895368,306.641093996169,301.63597151301,8.23510470565765,7999737.2071952,,2830.74742232823,50.277233626417,236.036729075314,,,,0.751007317008239,64715.5218089091,0.015744819439128
9,308.601079250424,306.9473333497,306.670221292643,301.768462977029,7.80234080457399,7999723.24526657,,3248.99182183263,50.2837187347073,231.192132178733,,,,0.719805351818518,74995.5733435598,0.01393733372375
9.6,308.392832877993,306.969919216838,306.697859920818,301.886029407814,7.43833601573897,7999709.71810284,,3719.58679584058,50.2894578412884,226.976658453604,,,,0.683345411071366,85163.8380168293,0.012361215607242
10.2,308.220015509461,306.986305445212,306.718633959905,301.984867050549,7.13561613098057,7999696.60409422,,4233.20942038405,50.2942996548586,223.315946881492,,,,0.643105910079673,94903.6717642324,0.011130052502091
10.8,308.07317316246,306.988685017515,306.72477593017,302.057886524049,6.8913200159551,7999683.8837732,,4758.39444680933,50.2979436815291,220.177011668803,,,,0.601725295059012,104075.516932442,0.010268194678484
11.4,307.94335334901,306.966749878276,306.70639291937,302.1025377815,6.69753162155428,7999671.53891749,,5218.97218529198,50.3003355699092,217.213502634232,,,,0.563103687169036,112922.205059032,0.00636291020677
12,307.822550994373,306.911180129809,306.655032468424,302.125749450817,6.53620490413908,7999659.55082052,,5503.09031447787,50.3018886617757,213.701723369665,,,,0.530845000221563,122036.567103846,0.007154046011078
0,299.546138888793,0,0,0,0,7999452.23551167,,0,0,0,,,,0,0,0.0080000514404
12.6,300.003549460291,299.26507855965,299.158974531647,297.275708967813,2.8219830086565,7999460.23422431,,4345.52224840938,50.1111475120173,88.5216498324353,,,,0.052679153754971,15099.0404296395,0.008890980814348
13.2,300.500946362406,299.659504334104,299.540569525156,297.429758849467,3.1843538429128,7999468.27792034,,4189.11966888373,50.1161737572676,99.2262566373265,,,,0.06306132405969,16191.2830762128,0.009811073456894
13.8,301.036099727991,300.085038154155,299.952387544593,297.598396185572,3.57370004723867,7999476.37376603,,4051.92105976476,50.121717190013,110.669227475955,,,,0.075212495015849,17185.3579971243,0.010736978812113
14.4,301.604888379758,300.539589753536,300.392434781084,297.781351010086,3.98682195521855,7999484.53003348,,3934.21211747163,50.1277789679031,122.770088846859,,,,0.089372828214763,18038.7290071405,0.011636438565563
15,302.200959006663,301.019714366472,300.857407753059,297.977839861841,4.41883709989634,7999492.75626687,,3836.65911519176,50.1343430985932,135.410968623984,,,,0.105804550906674,18706.199352644,0.012468617871056
15.6,302.815486139934,301.520498584134,301.342580014703,298.186460118543,4.86298692074246,7999501.06346998,,3760.67948228082,50.1413714784619,148.435885086429,,,,0.124784334026687,19140.2871667227,0.013177421605148
16.2,303.43714440384,302.035579089718,301.841817128419,298.405149432717,5.31056749757971,7999509.46431448,,3708.76611590878,50.1488057537252,161.653886488862,,,,0.146585118255527,19291.8696584207,0.013688285731707
16.8,304.052463787119,302.557599329534,302.348011188106,298.6312113122,5.75112109275705,7999517.97336812,,3685.71474213571,50.1565584544127,174.857528298004,,,,0.171410870115483,19108.3993918589,0.013954723438598
17.4,304.646433918878,303.076718728895,302.851648976907,298.860930934381,6.17312482685469,7999526.60731498,,3691.99796994426,50.1645128274722,187.773698753601,,,,0.199584372551542,18561.9237394565,0.013930518347079
18,305.203612114366,303.580230884054,303.340449875204,299.089562673507,6.56480208928463,7999535.3851041,,3722.54767169236,50.1725165501179,200.047169942757,,,,0.231653592171165,17650.5834122649,0.013606301826542
18.6,305.710555217351,304.062696600377,303.809081268704,299.31364549456,6.91484740503267,7999544.32808368,,3797.28158678734,50.1804348686076,211.589022846096,,,,0.267007726924116,16307.9463906134,0.013021381457772
19.2,306.157311814154,304.51545633714,304.249059458703,299.527783200991,7.21642510795596,7999553.46012402,,3920.91496358683,50.1880549768989,222.252554057315,,,,0.305410522851368,14557.0577947378,0.012218554551017
19.8,306.539071102275,304.932415807367,304.654474228561,299.729304929029,7.46426441563483,7999562.80755803,,4098.63954863085,50.195287053379,231.884195345649,,,,0.346199443463764,12451.1926762791,0.011283706255128
20.4,306.856801685501,305.308978000487,305.020807577746,299.91506677645,7.65934957682407,7999572.39882899,,4331.52486811763,50.202004551346,240.418029143597,,,,0.38846983138941,10092.9047697234,0.010616632855881
21,307.115620539567,305.643146679982,305.346055201483,300.082894965179,7.80692040147375,7999582.26379968,,4618.21334618285,50.2081129959597,247.860786904909,,,,0.430950047224411,7627.12345254132,0.010644247132628
21.6,307.32410576322,305.933801656273,305.629073523147,300.231210689125,7.91547548806443,7999592.43367096,,4946.88097167392,50.213542302279,254.231980330092,,,,0.472804418582991,5240.22753017728,0.011273363938617
22.2,307.497159868777,306.172215526913,305.86142838432,300.356749074944,7.99912802469885,7999602.94105485,,5239.34120780596,50.218189194683,259.286958192866,,,,0.515951285358471,3136.69963068482,0.011985644788732
22.8,307.652873547668,306.350726203445,306.035503617829,300.452662115963,8.08108354397496,7999613.8160219,,5375.43346659415,50.221763750608,262.987408841665,,,,0.562362445891539,1475.33448186556,0.004499732727428
23.4,307.804704565156,306.481391805697,306.162712672355,300.518925486862,8.17910158284877,7999625.08373362,,5333.71111562428,50.2241814684959,265.871175835466,,,,0.609251158171235,386.575197193692,0.005227252364202
24,307.95872891353,306.586758755231,306.265046873191,300.567745084288,8.29243063812669,7999636.76865519,,5186.71121672292,50.2258984560644,268.401370984223,,,,0.651623449272565,1.23013057091094E-28,0.006045802277026
0,298.269349131704,0,0,0,0,7999452.3127545,,0,0,0,,,,0,0,0.006957962102914
12.6,298.630031667569,298.109924853483,298.031032625431,296.630013363958,2.05968371765732,7999460.40033326,,4847.6976874406,50.0865305766409,65.8190863916519,,,,0.031713899979229,9122.55362242287,0.007962253828471
13.2,299.039716690743,298.420256207399,298.328870057331,296.706029287405,2.40685953545329,7999468.5192676,,4601.64279557692,50.0881941325934,76.2426547936986,,,,0.039454156131634,10172.088790716,0.009051190965492
13.8,299.501169825432,298.76814805279,298.662755075324,296.791249810348,2.79981835291352,7999476.67542283,,4380.59684375593,50.090058833064,87.9284267182279,,,,0.048898734069981,11226.2650266403,0.010208133522985
14.4,300.015924881625,299.154893594107,299.033928565841,296.885993187226,3.24055075991572,7999484.87574882,,4183.62323110997,50.0921315399667,100.920050597634,,,,0.060369844896253,12251.4303622355,0.011403412229628
15,300.583712600052,299.580791888089,299.442677235235,296.990333324787,3.72965207844504,7999493.128487,,4010.28548860495,50.0944143945044,115.227830364378,,,,0.074235150082501,13206.3080679162,0.012589944921452
15.6,301.201771115044,300.044774870349,299.88797573642,297.104011186569,4.26573626426352,7999501.44341934,,3860.51602148701,50.0969011029267,130.816127256151,,,,0.090913244250349,14042.8575325966,0.013700415861554
16.2,301.864076779902,300.544056204322,300.367149621081,297.226346115898,4.84475088952388,7999509.83216794,,3734.96407098891,50.0995765732264,147.59159389215,,,,0.110872541929232,14706.7528807743,0.014640753803292
16.8,302.560584284789,301.073802469415,300.875559794772,297.356154693245,5.45925318572313,7999518.30855446,,3635.24807464167,50.1024147989729,165.392105845497,,,,0.134624928782385,15138.7914899771,0.015275110626114
17.4,303.276681410954,301.626987140418,301.406462474732,297.491717117907,6.097774288918,7999526.88902848,,3564.46546813001,50.1053780686365,183.981773399263,,,,0.162698843555303,15276.5226430891,0.015506656496481
18,303.993226546008,302.194813032139,301.951414635721,297.630879181168,6.74451438789697,7999535.59317255,,3528.52629770463,50.1084192131051,203.065124174705,,,,0.195547071253643,15055.0397856218,0.015255844386175
18.6,304.687376814645,302.765801860556,302.499400245369,297.770827027092,7.37988816678126,7999544.44426385,,3532.44072243876,50.1114775727932,222.256505634691,,,,0.233603200244168,14425.5098710805,0.014544588748033
19.2,305.334378876484,303.32229521072,303.03347238148,297.907233614603,7.98226103826323,7999553.46978035,,3570.99994617191,50.1144578290877,240.96232578849,,,,0.277706628883003,13383.9385936358,0.013460210852075
19.8,305.912229694571,303.857975538205,303.547568216074,298.03854915613,8.52902970746254,7999562.70189429,,3671.02217772932,50.1173261112042,258.97007687839,,,,0.326814814807067,11878.2235872792,0.012160927733552
20.4,306.40546419414,304.361974076163,304.031257166976,298.162106857677,9.00279351551706,7999572.17792882,,3842.55147477689,50.1200242756003,275.914185391496,,,,0.380055731773704,9964.09080861035,0.011435930026124
21,306.809111886777,304.825237376901,304.475850982568,298.275686456941,9.39444481198774,7999581.94037322,,4093.23413217925,50.1225039759874,291.489971491296,,,,0.435909633555682,7764.22361834615,0.011877123699495
21.6,307.12807233634,305.240745712895,304.874613213416,298.377564637533,9.70480979279233,7999592.03592425,,4423.98650369436,50.124727743865,305.461098711464,,,,0.492199192238347,5468.24917138145,0.012794058169183
22.2,307.375638099497,305.602472789084,305.221760809364,298.466260507655,9.94372496409125,7999602.51544675,,4818.98777250754,50.1266639353873,317.624629878384,,,,0.54726800409191,3319.55501776038,
22.8,307.578975262511,305.883631738625,305.491587023503,298.535204212532,10.1347045747382,7999613.43411114,,5135.89935666422,50.1281687825535,327.07943050053,,,,0.605083841999871,1573.72313372555,
23.4,307.76807350341,306.0681387048,305.668656763006,298.580449460265,10.3082996528286,7999624.83928004,,5195.15384200304,50.1291562500538,333.284242505172,,,,0.667041035788665,415.519884367291,
24,307.95872891353,306.192012697363,305.787537448665,298.610827118145,10.4829876493978,7999636.76865519,,5052.37040517335,50.1298191872372,337.450113937331,,,,0.724921030541383,1.32745476072972E-28,
,,,,296.15,9.46569278420304,,,3281.17020651198,50.2184056834348,241.48579771176,,,,,,
,,,,296.15,,,,,,19318.8638169408,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
,,,,296.15,,,,,,,,,,,,
